data;casos_novos;casos;obitos_novos;obitos;suspeitos;descartados;recuperados;em_tratamento;ocupacao_uti_%;ocupacao_enfermaria_%;obitos_homem;obitos_mulher;fonte;observacoes
06/10/2020;64;15554;1;351;743;27798;14248;955;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+06+de+outubro+de+2020+16h.aspx;
07/10/2020;61;15615;1;352;793;28219;14409;854;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+07+de+outubro+de+2020+16h.aspx;
08/10/2020;81;15696;1;353;797;28717;14512;831;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+08+de+outubro+de+2020+16h.aspx;
09/10/2020;104;15800;2;355;819;29227;14631;814;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+09+de+outubro+de+2020+16h.aspx;
10/10/2020;80;15880;0;355;879;29602;14711;814;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+10+de+outubro+de+2020+16h.aspx;
11/10/2020;49;15929;0;355;838;30106;14832;742;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+11+de+outubro+de+2020+16h.aspx;
12/10/2020;53;15982;2;357;813;30621;14936;814;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+12+de+outubro+de+2020+16h.aspx;
13/10/2020;31;16013;0;357;527;31315;15074;582;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+13+de+outubro+de+2020+16h.aspx;
14/10/2020;66;16079;1;358;550;31816;15104;617;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+14+de+outubro+de+2020+16h.aspx;
15/10/2020;49;16128;1;359;629;31937;15217;552;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+15+de+outubro+de+2020+16h.aspx;
16/10/2020;39;16167;0;359;694;32034;15276;532;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+16+de+outubro+de+2010+16h.aspx;
17/10/2020;39;16206;2;361;560;32241;15334;511;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+17+de+outubro+de+2020+16h.aspx;
18/10/2020;92;16298;0;361;551;32384;15397;540;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+18+de+outubro+de+2020+16h.aspx;
19/10/2020;83;16381;0;361;692;32535;15478;542;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+19+de+outubro+de+2020+16h.aspx;
20/10/2020;100;16481;1;362;700;32712;15532;587;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+20+de+outubro+de+2020+16h.aspx;
21/10/2020;88;16569;2;364;787;33036;15556;649;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+21+de+outubro+de+2020+16h.aspx;
22/10/2020;75;16644;0;364;866;33233;15597;683;;;[];[];http://www.piracicaba.sp.gov.br/comunicado+22+de+outubro+de+2020+16h.aspx;
23/10/2020;61;16705;0;364;913;33484;15624;717;;;[];[];http://www.piracicaba.sp.gov.br/coronavirus+atualizacao+de+casos+em+23+10.aspx;
24/10/2020;68;16773;0;364;833;33551;15677;732;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+24+10+20.aspx;
25/10/2020;68;16841;0;364;827;33712;15765;712;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+25+10+20.aspx;
26/10/2020;70;16911;3;367;792;34050;15794;750;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+26+10+20.aspx;
27/10/2020;34;16945;0;367;840;34342;15813;765;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+27+10+20.aspx;
28/10/2020;21;16966;0;367;945;34592;15911;688;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+28+10+20.aspx;
29/10/2020;33;16999;0;367;886;34949;16032;600;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+29+10+20.aspx;
30/10/2020;41;17040;0;367;910;35196;16095;578;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+30+10+20.aspx;
31/10/2020;41;17081;0;367;771;35469;16184;530;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+31+10+20.aspx;
01/11/2020;39;17120;0;367;745;35681;16186;567;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+01+11+20.aspx;
02/11/2020;12;17132;0;367;842;35932;16328;437;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+02+11+20.aspx;
03/11/2020;35;17167;3;370;808;36265;16378;419;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+03+11+20.aspx;
04/11/2020;41;17208;0;370;817;36546;16462;376;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+04+11+20.aspx;
05/11/2020;31;17239;0;370;838;36749;16515;354;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+05+11+10.aspx;
06/11/2020;51;17290;0;370;941;37031;16558;362;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+06+11+20.aspx;
07/11/2020;53;17343;0;370;719;37200;16589;384;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+07+11+20.aspx;
08/11/2020;48;17391;0;370;871;37385;16623;398;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+08+11+20.aspx;
09/11/2020;58;17449;1;371;799;37628;16648;430;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+09+11+20.aspx;
10/11/2020;61;17510;0;371;715;38008;16664;475;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+10+11+20.aspx;
11/11/2020;56;17566;1;372;674;38153;16692;502;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+11+11+20.aspx;
12/11/2020;56;17622;1;373;801;38274;16704;545;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+12+11+20.aspx;
13/11/2020;49;17671;0;373;843;38423;16758;540;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+13+11+20.aspx;
14/11/2020;38;17709;0;373;1001;38615;16779;557;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+14+11+20.aspx;
15/11/2020;20;17729;0;373;855;38743;16779;557;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+15+11+20.aspx;
16/11/2020;45;17774;0;373;816;38876;16911;490;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+16+11+20.aspx;
17/11/2020;54;17828;1;374;971;39072;16960;494;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+17+11+20.aspx;
18/11/2020;48;17876;1;375;946;39153;16976;525;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+18+11+20.aspx;
19/11/2020;64;17940;0;375;992;39433;17007;558;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+19+11+20.aspx;
20/11/2020;54;17994;0;375;1058;39622;17065;554;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+20+11+20.aspx;
21/11/2020;39;18033;0;375;1040;39661;17106;552;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+21+11+20.aspx;
22/11/2020;53;18086;0;375;933;39812;17208;503;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+22+11+20.aspx;
23/11/2020;55;18141;0;375;1115;40074;17292;474;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+23+11+20.aspx;
24/11/2020;81;18222;0;375;1053;40200;17327;520;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+24+11+20.aspx;
25/11/2020;45;18267;0;375;1161;40339;17344;548;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+25+11+20.aspx;
26/11/2020;65;18332;0;375;1081;40559;17364;593;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+26+11+20.aspx;
27/11/2020;67;18399;1;376;1160;40787;17438;585;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+27+11+20.aspx;
28/11/2020;78;18477;0;376;1285;41104;17476;625;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+28+11+20.aspx;
29/11/2020;74;18551;0;376;1264;41346;17503;672;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+29+11+20.aspx;
30/11/2020;100;18651;2;378;1380;41705;17586;687;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+30+11+20.aspx;
01/12/2020;130;18781;1;379;1427;42119;17599;803;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+01+12+20.aspx;
02/12/2020;117;18898;1;380;1316;42474;17651;867;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+02+12+20.aspx;
03/12/2020;127;19025;3;383;1180;42704;17707;935;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+03+12+20.aspx;
04/12/2020;101;19126;1;384;1197;43092;17787;955;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+04+12+20.aspx;
05/12/2020;89;19215;1;385;1166;43258;17831;999;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+05+12+20.aspx;
06/12/2020;33;19248;1;386;1136;43521;17937;926;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+06+12+20.aspx;
07/12/2020;102;19350;3;389;1072;43792;17943;1018;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+07+12+20.aspx;
08/12/2020;104;19454;0;389;1120;43847;18053;1012;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+08+12+20.aspx;
09/12/2020;110;19564;2;391;1106;44198;18124;1049;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+09+12+20.aspx;
10/12/2020;105;19669;2;393;1261;44490;18175;1101;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+10+12+20.aspx;
11/12/2020;121;19790;2;395;1155;44833;18317;1078;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+11+12+20.aspx;
12/12/2020;130;19920;1;396;1172;45256;18512;1012;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+12+12+20.aspx;
13/12/2020;130;20050;0;396;1079;45444;18511;1143;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+13+12+20.aspx;
14/12/2020;123;20173;3;399;1153;45496;18524;1250;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+14+12+20.aspx;
15/12/2020;138;20311;1;400;1234;45769;18648;1263;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+15+12+20.aspx;
16/12/2020;118;20429;2;402;1237;45946;18791;1236;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+16+12+20.aspx;
17/12/2020;68;20497;0;402;1351;46053;18795;1300;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+17+12+20.aspx;
18/12/2020;105;20602;1;403;1461;46344;18997;1202;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+18+12+20.aspx;
19/12/2020;100;20702;2;405;1721;46598;19083;1214;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+19+12+20.aspx;
20/12/2020;117;20819;0;405;1579;46861;19223;1191;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+20+12+20.aspx;
21/12/2020;139;20958;2;407;1523;47093;19297;1254;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+21+12+20.aspx;
22/12/2020;142;21100;2;409;1339;47666;19443;1248;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+22+12+20.aspx;
23/12/2020;148;21248;0;409;1334;48010;19471;1368;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+23+12+20.aspx;
24/12/2020;111;21359;0;409;1309;48073;19691;1259;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+24+12+20.aspx;
25/12/2020;101;21460;3;412;1309;48360;19969;1079;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+25+12+20.aspx;
26/12/2020;128;21588;0;412;1301;48536;19972;1301;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+26+12+20.aspx;
27/12/2020;127;21715;0;412;1265;48549;20018;1285;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+27+12+20.aspx;
28/12/2020;138;21853;1;413;1420;48931;20226;1214;;;[84];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+28+12+20.aspx;
29/12/2020;154;22007;1;414;1373;49224;20393;1200;;;[];[62];http://www.piracicaba.sp.gov.br/plantao+coronavirus+29+12+20.aspx;
30/12/2020;122;22129;1;415;1624;49556;20448;1266;;;[90];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+30+12+20.aspx;
31/12/2020;138;22267;0;415;1224;49919;20588;1264;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+31+12+2020.aspx;
01/01/2021;149;22416;0;415;1111;50209;20599;1402;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+01+01+2021.aspx;
02/01/2021;159;22575;0;415;1110;50485;20747;1413;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+02+01+2021.aspx;
03/01/2021;153;22728;1;416;1048;50477;20855;1457;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+03+01+2021.aspx;
04/01/2021;179;22907;1;417;1442;50945;20976;1514;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+04+01+2021.aspx;
05/01/2021;210;23117;2;419;1369;51231;21166;1532;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+05+01+2021+67946.aspx;
06/01/2021;229;23346;2;421;1615;51721;21199;1726;;;[88];[92];http://www.piracicaba.sp.gov.br/plantao+coronavirus+06+01+2021.aspx;
07/01/2021;276;23622;0;421;1911;51973;21429;1772;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+07+01+2021.aspx;
08/01/2021;257;23879;1;422;1787;52449;21545;1912;;;[];[74];http://www.piracicaba.sp.gov.br/plantao+coronavirus+08+01+2021.aspx;
09/01/2021;293;24172;1;423;1502;52852;21644;2085;;;[];[94];http://www.piracicaba.sp.gov.br/plantao+coronavirus+09+01+2021.aspx;
10/01/2021;282;24454;0;423;1705;52917;21801;2230;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+10+01+2021.aspx;
11/01/2021;284;24738;2;425;1801;53093;22109;2204;;;[70];[72];http://www.piracicaba.sp.gov.br/plantao+coronavirus+11+01+2021.aspx;
12/01/2021;314;25052;2;427;1939;53381;22253;2373;;;[];[70,89];http://www.piracicaba.sp.gov.br/plantao+coronavirus+12+01+2021.aspx;
13/01/2021;294;25346;2;429;2063;53969;22288;2629;;;[71,76];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+13+01+2021.aspx;
14/01/2021;342;25688;2;431;2080;54068;22398;2859;;;[];[50,57];http://www.piracicaba.sp.gov.br/plantao+coronavirus+14+01+2021.aspx;
15/01/2021;362;26050;1;432;2308;54602;22665;2953;;;[];[88];http://www.piracicaba.sp.gov.br/plantao+coronavirus+15+01+2021.aspx;
16/01/2021;323;26373;2;434;2024;54652;22912;3029;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+16+01+2021.aspx;Óbitos informados no dia 18/01, em http://www.piracicaba.sp.gov.br/saude+alerta+para+aumento+de+casos+de+covid+19.aspx
17/01/2021;362;26735;1;435;1887;54737;23432;2871;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+17+01+2021.aspx;Óbitos informados no dia 18/01, em http://www.piracicaba.sp.gov.br/saude+alerta+para+aumento+de+casos+de+covid+19.aspx
18/01/2021;342;27077;5;440;2068;55076;23764;2873;;;[31,0,0,0,0,83];[83,93];http://www.piracicaba.sp.gov.br/saude+alerta+para+aumento+de+casos+de+covid+19.aspx;
19/01/2021;347;27424;4;444;2137;55393;24101;2879;;;[];[74,77,79,85];http://www.piracicaba.sp.gov.br/plantao+coronavirus+19+01+2021.aspx;
20/01/2021;310;27734;2;446;2368;55865;24181;3107;;;[48];[85];http://www.piracicaba.sp.gov.br/plantao+coronavirus+20+01+2021.aspx;
21/01/2021;323;28057;1;447;2161;55917;24415;3196;;;[];[89];http://www.piracicaba.sp.gov.br/plantao+coronavirus+21+01+2021.aspx;
22/01/2021;340;28397;1;448;2030;56238;24664;3285;;;[74];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+22+01+2021.aspx;
23/01/2021;346;28743;4;452;1708;56396;24962;3329;;;[78,90];[51,87];http://www.piracicaba.sp.gov.br/plantao+coronavirus+23+01+2021.aspx;
24/01/2021;356;29099;3;455;2217;57030;25310;3334;;;[68,65,48];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+24+01+2021.aspx;
25/01/2021;340;29439;4;459;2146;57735;25551;3429;;;[77,81,86];[92];http://www.piracicaba.sp.gov.br/plantao+coronavirus+25+01+2021.aspx;
26/01/2021;320;29759;3;462;2742;58337;25888;3409;;;[59,59];[85];http://www.piracicaba.sp.gov.br/plantao+coronavirus+26+01+2021.aspx;
27/01/2021;241;30000;0;462;3004;58900;25995;3543;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+27+01+2021.aspx;
28/01/2021;258;30258;2;464;3188;59344;26238;3556;;;[34,84];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+28+01+2021.aspx;
29/01/2021;264;30522;1;465;3071;59731;26623;3071;;;[];[86];http://www.piracicaba.sp.gov.br/plantao+coronavirus+29+01+2021.aspx;
30/01/2021;252;30774;1;466;3143;60029;27367;2941;;;[];[68];http://www.piracicaba.sp.gov.br/plantao+coronavirus+30+01+2021.aspx;
31/01/2021;267;31041;5;471;3224;60189;27554;3016;;;[82];[73,74,83,91];http://www.piracicaba.sp.gov.br/plantao+coronavirus+31+01+2021.aspx;
01/02/2021;244;31285;5;476;3475;60647;27858;2951;;;[61,65];[75,86,91];http://www.piracicaba.sp.gov.br/plantao+coronavirus+01+02+2021.aspx;
02/02/2021;257;31542;1;477;3092;61084;28196;2869;;;[74];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+02+02+2021.aspx;
03/02/2021;244;31786;2;479;3307;61569;28549;2758;;;[61];[56];http://www.piracicaba.sp.gov.br/plantao+coronavirus+03+02+2021.aspx;
04/02/2021;236;32022;2;481;3050;61750;29012;2529;;;[84];[80];http://www.piracicaba.sp.gov.br/plantao+coronavirus+04+02+2021.aspx;
05/02/2021;215;32237;3;484;3156;61871;29413;2340;;;[61,85];[64];http://www.piracicaba.sp.gov.br/plantao+coronavirus+05+02+2021.aspx;
06/02/2021;152;32389;0;484;2762;62121;29585;2320;;;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+06+02+2021.aspx;
07/02/2021;162;32551;2;486;2908;62493;29836;2229;;;[75];[74];http://www.piracicaba.sp.gov.br/plantao+coronavirus+07+02+2021.aspx;
08/02/2021;120;32671;3;489;2993;62791;30132;2050;;;[75];[61,69];http://www.piracicaba.sp.gov.br/plantao+coronavirus+08+02+2021.aspx;
09/02/2021;160;32831;3;492;2461;63171;30415;1924;66;39;[68];[45,88];http://www.piracicaba.sp.gov.br/plantao+coronavirus+09+02+2021.aspx;
10/02/2021;149;32980;3;495;2571;63439;30615;1870;57;43;[74,86];[63];http://www.piracicaba.sp.gov.br/plantao+coronavirus+10+02+2021.aspx;
11/02/2021;160;33140;3;498;2427;63690;30857;1785;67;37;[78];[68,92];http://www.piracicaba.sp.gov.br/plantao+coronavirus+11+02+2021.aspx;
12/02/2021;128;33268;2;500;2499;64061;31169;1599;65;37;[];[56,61];http://www.piracicaba.sp.gov.br/plantao+coronavirus+12+02+2021.aspx;
13/02/2021;129;33397;2;502;2199;64239;31334;1561;65;37;[];[68,82];http://www.piracicaba.sp.gov.br/plantao+coronavirus+13+02+2021.aspx;
14/02/2021;144;33541;6;508;2151;64251;31364;1669;62;37;[54,70,83,84];[83,85];http://www.piracicaba.sp.gov.br/plantao+coronavirus+14+02+2021.aspx;
15/02/2021;124;33665;2;510;1957;64393;31364;1791;61;35;[67];[84];http://www.piracicaba.sp.gov.br/plantao+coronavirus+15+02+2021.aspx;
16/02/2021;134;33799;1;511;2113;64455;31454;1834;61;39;[];[81];http://www.piracicaba.sp.gov.br/plantao+coronavirus+16+02+2021.aspx;
17/02/2021;110;33909;1;512;1918;64541;31498;1899;64;39;[];[75];http://www.piracicaba.sp.gov.br/plantao+coronavirus+17+02+2021.aspx;
18/02/2021;112;34021;2;514;2016;64630;31608;1899;64;33;[];[61,81];http://www.piracicaba.sp.gov.br/plantao+coronavirus+18+02+2021.aspx;
19/02/2021;77;34098;1;515;2078;64737;31920;1663;61;29;[];[59];http://www.piracicaba.sp.gov.br/plantao+coronavirus+19+02+2021.aspx;
20/02/2021;56;34154;8;523;1816;64979;31959;1672;54;29;[55,58,63,70,80,82];[55,78];http://www.piracicaba.sp.gov.br/plantao+coronavirus+20+02+2021.aspx;
21/02/2021;104;34258;1;524;1887;65152;32099;1635;55;28;[];[90];http://www.piracicaba.sp.gov.br/plantao+coronavirus+21+02+2021.aspx;
22/02/2021;125;34383;2;526;1775;65732;32117;1740;50;30;[78,81];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+22+02+2021.aspx;
23/02/2021;122;34505;3;529;1987;65507;32308;1668;61;29;[77,86];[49];http://www.piracicaba.sp.gov.br/plantao+coronavirus+23+02+2021.aspx;
24/02/2021;123;34628;0;529;1713;65670;32560;1539;60;33;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+24+02+2021.aspx;
25/02/2021;119;34747;1;530;1768;65892;32760;1457;61;35;[84];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+25+02+2021.aspx;
26/02/2021;118;34865;0;530;1403;66297;32954;1381;62;39;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+26+02+2021.aspx;
27/02/2021;79;34944;2;532;1292;66367;33233;1178;59;41;[34];[62,78];http://www.piracicaba.sp.gov.br/plantao+coronavirus+27+02+2021.aspx;Marcando 1 a mais
28/02/2021;24;34968;7;539;1264;66382;33419;1009;58;41;[57,65,66,79];[48,62,78];http://www.piracicaba.sp.gov.br/plantao+coronavirus+28+02+2021.aspx;Marcando 1 a mais
01/03/2021;59;35027;2;541;1081;66507;33536;949;68;42;[57,70];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+01+03+2021+68274.aspx;Marcando 1 a mais
02/03/2021;90;35117;4;545;1510;66970;33663;908;70;41;[67,71];[63,73];http://www.piracicaba.sp.gov.br/plantao+coronavirus+02+03+2021.aspx;Marcando 1 a mais
03/03/2021;130;35247;3;548;1479;67186;33742;957;76;42;[63];[78];http://www.piracicaba.sp.gov.br/plantao+coronavirus+03+03+2021.aspx;
04/03/2021;49;35296;4;552;1369;67263;34047;697;80;50;[66,86];[68,86];http://www.piracicaba.sp.gov.br/plantao+coronavirus+04+03+2021.aspx;
05/03/2021;124;35420;0;552;1376;67740;34097;771;89;50;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+05+03+2021+68332.aspx;
06/03/2021;154;35574;0;552;1457;67992;34101;921;88;50;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+06+03+2021.aspx;
07/03/2021;151;35725;2;554;1428;68189;34210;961;86;54;[41];[69];http://www.piracicaba.sp.gov.br/plantao+coronavirus+07+03+2021.aspx;
08/03/2021;105;35830;0;554;1363;68314;34329;947;90;52;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+08+03+2021.aspx;
09/03/2021;138;35968;0;554;1302;68598;34467;947;81;52;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+09+03+2021.aspx;
10/03/2021;142;36110;2;556;1343;68989;34511;1043;81;57;[76];[93];http://www.piracicaba.sp.gov.br/plantao+coronavirus+10+03+2021.aspx;
11/03/2021;152;36262;2;558;1486;69149;34513;1191;92;60;[78,79];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+11+03+2021.aspx;
12/03/2021;143;36405;3;561;1489;69334;34640;1204;87;62;[62,88];[62];http://www.piracicaba.sp.gov.br/plantao+coronavirus+12+03+2021.aspx;
13/03/2021;151;36556;1;562;1428;69480;34648;1346;92;63;[];[84];http://www.piracicaba.sp.gov.br/plantao+coronavirus+13+03+2021.aspx;
14/03/2021;136;36692;2;564;1771;69660;34929;1199;78;62;[71,75];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+14+03+2021.aspx;
15/03/2021;150;36842;4;568;1708;69847;35055;1219;85;68;[36];[60,62,81];http://www.piracicaba.sp.gov.br/plantao+coronavirus+15+03+2021.aspx;
16/03/2021;178;37020;4;572;1736;70119;35363;1085;87;61;[57,77,82];[60,62,81];http://www.piracicaba.sp.gov.br/plantao+coronavirus+16+03+2021.aspx;
17/03/2021;162;37182;9;581;1736;70191;35401;1200;81;60;[42,52,58,61,68,90];[55,73,82];http://www.piracicaba.sp.gov.br/plantao+coronavirus+17+03+2021.aspx;
18/03/2021;197;37379;0;581;1593;70204;35529;1269;89;63;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+18+03+2021+68420.aspx;
19/03/2021;167;37546;1;582;1840;70597;35604;1360;94;67;[];[85];http://www.piracicaba.sp.gov.br/plantao+coronavirus+19+03+2021.aspx;
20/03/2021;182;37728;3;585;1812;70933;35604;1539;94;68;[79];[47,76];http://www.piracicaba.sp.gov.br/plantao+coronavirus+20+03+2021.aspx;
21/03/2021;186;37914;0;585;1430;71268;35808;1521;94;71;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+21+03+2021.aspx;
22/03/2021;195;38109;2;587;1376;71502;36064;1458;97;76;[39];[64];http://www.piracicaba.sp.gov.br/plantao+coronavirus+22+03+2021.aspx;
23/03/2021;213;38322;6;593;1388;71750;36266;1463;98;76;[35,66,70];[41,47,71];http://www.piracicaba.sp.gov.br/plantao+coronavirus+23+03+2021+68455.aspx;
24/03/2021;206;38528;7;600;1591;71995;36571;1357;99;74;[66,68,71,75];[77,82,87];http://www.piracicaba.sp.gov.br/plantao+coronavirus+24+03+2021+68464.aspx;
25/03/2021;216;38744;4;604;1513;72334;36709;1431;100;80;[57,78,84];[75];http://www.piracicaba.sp.gov.br/plantao+coronavirus+25+03+2021.aspx;
26/03/2021;211;38955;3;607;1718;72674;36785;1563;102;71,2;[];[68,81,86];http://www.piracicaba.sp.gov.br/plantao+coronavirus+26+03+2021.aspx;
27/03/2021;177;39132;9;616;1656;72730;36872;1644;101;75;[55,58,61,79,96];[61,64,70,72];http://www.piracicaba.sp.gov.br/plantao+coronavirus+27+03+2021.aspx;
28/03/2021;168;39300;4;620;1605;72769;36921;1759;102;80;[56,70,77];[55];http://www.piracicaba.sp.gov.br/plantao+coronavirus+28+03+2021.aspx;
29/03/2021;101;39401;7;627;1574;72744;36921;1853;99;81;[39,59,61,64,68,73];[73];http://www.piracicaba.sp.gov.br/plantao+coronavirus+29+03+2021.aspx;
30/03/2021;193;39594;13;640;1548;73110;37274;1680;100;86;[41,42,52,57,62,71,73,77];[38,57,69,85,87];http://www.piracicaba.sp.gov.br/plantao+coronavirus+30+03+2021.aspx;
31/03/2021;221;39815;5;645;1625;73205;37371;1799;99;86;[74];[42,79,80,104];http://www.piracicaba.sp.gov.br/plantao+coronavirus+31+03+2021.aspx;
01/04/2021;224;40039;8;653;1513;73539;37519;1867;93;83;[54,71,73];[60,66,68,84,87];http://www.piracicaba.sp.gov.br/plantao+coronavirus+01+04+2021.aspx;
02/04/2021;258;40297;11;664;1441;73837;37541;2092;89;81;[74,81,81,84];[53,63,65,65,67,92,95];http://www.piracicaba.sp.gov.br/plantao+coronavirus+02+04+2021.aspx;
03/04/2021;262;40559;5;669;1422;74206;38118;1772;89;80;[59,76,84];[42,72];http://www.piracicaba.sp.gov.br/plantao+coronavirus+03+04+2021.aspx;
